1,N-Z,N,Z,A,EL,MASS EXCESS (keV),MASS EXCESS ERROR (keV),BINDING ENERGY (keV),BINDING ENERGY ERROR (keV),ATOMIC MASS (u),ATOMIC MASS ERROR(u)
,45,130,85,215,At,-1255.756,6.799,7767.858,0.032,214.9986519,0.000007299
,43,129,86,215,Rn,-1168.561,7.672,7763.814,0.036,214.9987455,0.000008236
,41,128,87,215,Fr,318.065,7.066,7753.26,0.033,215.0003415,0.000007585
,39,127,88,215,Ra,2533.739,7.613,7739.316,0.035,215.0027201,0.000008172
,37,126,89,215,Ac,6030.615,12.406,7719.413,0.058,215.0064741,0.000013318
,35,125,90,215,Th,10921.586,8.84,7693.025,0.041,215.0117248,0.00000949
,33,124,91,215,Pa,17863.939,72.845,7657.096,0.339,215.0191777,0.000078202
,31,123,92,215,U,24923.087,88.49,7620.624,0.412,215.026756,0.000094997
0,56,136,80,216,Hg,19859#,401#,7690#,2#,#VALUE!,#VALUE!
,54,135,81,216,Tl,14718#,298#,7710#,1#,#VALUE!,#VALUE!
,52,134,82,216,Pb,7480#,196#,7740#,1#,#VALUE!,#VALUE!
,50,133,83,216,Bi,5873.991,11.178,7743.499,0.052,216.006306,0.000012
,48,132,84,216,Po,1782.42,1.816,7758.819,0.008,216.0019135,0.000001949
,46,131,85,216,At,2256.666,3.575,7753.002,0.017,216.0024226,0.000003837
,44,130,86,216,Rn,252.868,5.994,7758.657,0.028,216.0002715,0.000006435
,42,129,87,216,Fr,2970.95,4.173,7742.451,0.019,216.0031894,0.00000448
,40,128,88,216,Ra,3291.077,8.737,7737.347,0.04,216.0035331,0.000009379
,38,127,89,216,Ac,8144.395,10.84,7711.256,0.05,216.0087434,0.000011637
,36,126,90,216,Th,10298.332,12.042,7697.662,0.056,216.0110557,0.000012928
,34,125,91,216,Pa,17799.214,53.526,7659.314,0.248,216.0191082,0.000057462
,32,124,92,216,U,23066.351,28.093,7631.307,0.13,216.0247627,0.000030158
0,55,136,81,217,Tl,18313#,401#,7695#,2#,#VALUE!,#VALUE!
,53,135,82,217,Pb,12240#,298#,7719#,1#,#VALUE!,#VALUE!
,51,134,83,217,Bi,8729.962,17.698,7731.848,0.082,217.009372,0.000019
,49,133,84,217,Po,5883.518,6.544,7741.36,0.03,217.0063162,0.000007025
,47,132,85,217,At,4394.635,5.001,7744.616,0.023,217.0047178,0.000005369
,45,131,86,217,Rn,3658.501,4.198,7744.403,0.019,217.0039276,0.000004506
,43,130,87,217,Fr,4314.59,6.531,7737.775,0.03,217.0046319,0.00000701
,41,129,88,217,Ra,5889.656,7.202,7726.911,0.033,217.0063228,0.000007731
,39,128,89,217,Ac,8703.673,11.389,7710.338,0.052,217.0093438,0.000012226
,37,127,90,217,Th,12205.78,10.614,7690.594,0.049,217.0131034,0.000011394
,35,126,91,217,Pa,17068.41,15.918,7664.58,0.073,217.0183237,0.000017089
,33,125,92,217,U,22973#,71#,7634#,0#,#VALUE!,#VALUE!
0,56,137,81,218,Tl,23180#,400#,7674#,2#,#VALUE!,#VALUE!
,54,136,82,218,Pb,15453#,298#,7706#,1#,#VALUE!,#VALUE!
,52,135,83,218,Bi,13216.037,27.013,7712.827,0.124,218.014188,0.000029
,50,134,84,218,Po,8356.901,1.973,7731.528,0.009,218.0089715,0.000002118
,48,133,85,218,At,8098.162,11.604,7729.126,0.053,218.0086937,0.000012456
,46,132,86,218,Rn,5217.347,2.316,7738.752,0.011,218.0056011,0.000002486
,44,131,87,218,Fr,7059.117,4.757,7726.715,0.022,218.0075783,0.000005106
,42,130,88,218,Ra,6651.17,11.176,7724.998,0.051,218.0071403,0.000011997
,40,129,89,218,Ac,10843.609,50.74,7702.177,0.233,218.0116411,0.000054471
,38,128,90,218,Th,12366.741,10.516,7691.602,0.048,218.0132762,0.000011289
,36,127,91,218,Pa,18683.77,18.329,7659.036,0.084,218.0200579,0.000019676
,34,126,92,218,U,21894.608,13.714,7640.719,0.063,218.0235048,0.000014722
0,55,137,82,219,Pb,20279#,401#,7686#,2#,#VALUE!,#VALUE!
,53,136,83,219,Bi,16283#,196#,7700#,1#,#VALUE!,#VALUE!
,51,135,84,219,Po,12681.359,15.835,7713.333,0.072,219.013614,0.000017
,49,134,85,219,At,10396.076,3.237,7720.196,0.015,219.0111606,0.000003474
,47,133,86,219,Rn,8829.402,2.1,7723.777,0.01,219.0094788,0.000002254
,45,132,87,219,Fr,8617.767,7.039,7721.171,0.032,219.0092516,0.000007556
,43,131,88,219,Ra,9394.282,8.258,7714.053,0.038,219.0100852,0.000008865
,41,130,89,219,Ac,11569.48,50.497,7700.549,0.231,219.0124203,0.00005421
,39,129,90,219,Th,14471.39,50.576,7683.725,0.231,219.0155357,0.000054295
,37,128,91,219,Pa,18540.131,51.516,7661.574,0.235,219.0199037,0.000055304
,35,127,92,219,U,23286.569,50.775,7636.329,0.232,219.0249992,0.000054509
,33,126,93,219,Np,29456.655,88.354,7604.583,0.403,219.031623,0.000094851
0,56,138,82,220,Pb,23669#,401#,7672#,2#,#VALUE!,#VALUE!
,54,137,83,220,Bi,20819#,298#,7682#,1#,#VALUE!,#VALUE!
,52,136,84,220,Po,15263.461,17.698,7703.224,0.08,220.016386,0.000019
,50,135,85,220,At,14375.747,13.972,7703.703,0.064,220.015433,0.000015
,48,134,86,220,Rn,10612.077,1.815,7717.254,0.008,220.0113925,0.000001948
,46,133,87,220,Fr,11482.32,4.028,7709.742,0.018,220.0123268,0.000004324
,44,132,88,220,Ra,10270.245,8.237,7711.696,0.037,220.0110256,0.000008843
,42,131,89,220,Ac,13743.682,6.129,7692.351,0.028,220.0147545,0.000006579
,40,130,90,220,Th,14669.1,22.166,7684.589,0.101,220.0157479,0.000023795
,38,129,91,220,Pa,20218#,51#,7656#,0#,#VALUE!,#VALUE!
,36,128,92,220,U,22933#,101#,7640#,0#,#VALUE!,#VALUE!
,34,127,93,220,Np,30311#,196#,7603#,1#,#VALUE!,#VALUE!
0,55,138,83,221,Bi,24098#,298#,7668#,1#,#VALUE!,#VALUE!
,53,137,84,221,Po,19773.755,19.561,7684.481,0.089,221.021228,0.000021
,51,136,85,221,At,16782.727,13.972,7694.475,0.063,221.018017,0.000015
,49,135,86,221,Rn,14471.42,5.714,7701.393,0.026,221.0155357,0.000006134
,47,134,87,221,Fr,13277.29,4.886,7703.256,0.022,221.0142538,0.000005245
,45,133,88,221,Ra,12963.811,4.63,7701.135,0.021,221.0139172,0.00000497
,43,132,89,221,Ac,14523.109,50.425,7690.539,0.228,221.0155912,0.000054133
,41,131,90,221,Th,16940.371,8.166,7676.061,0.037,221.0181862,0.000008766
,39,130,91,221,Pa,20376.288,51.281,7656.974,0.232,221.0218748,0.000055052
,37,129,92,221,U,24519.995,51.114,7634.684,0.231,221.0263233,0.000054873
,35,128,93,221,Np,29850#,200#,7607#,1#,#VALUE!,#VALUE!
0,56,139,83,222,Bi,28729#,300#,7649#,1#,#VALUE!,#VALUE!
,54,138,84,222,Po,22486.265,40.054,7674.005,0.18,222.02414,0.000043
,52,137,85,222,At,20953.026,15.835,7677.387,0.071,222.022494,0.000017
,50,136,86,222,Rn,16372.206,1.95,7694.497,0.009,222.0175763,0.000002093
,48,135,87,222,Fr,16378.105,7.452,7690.947,0.034,222.0175826,0.000008
,46,134,88,222,Ra,14320.188,4.454,7696.692,0.02,222.0153734,0.000004781
,44,133,89,222,Ac,16621.474,5.174,7682.802,0.023,222.0178439,0.000005554
,42,132,90,222,Th,17203.111,12.279,7676.658,0.055,222.0184683,0.000013182
,40,131,91,222,Pa,22155#,72#,7651#,0#,#VALUE!,#VALUE!
,38,130,92,222,U,24272.827,51.994,7637.764,0.234,222.026058,0.000055817
,36,129,93,222,Np,31019#,196#,7604#,1#,#VALUE!,#VALUE!
0,57,140,83,223,Bi,32137#,401#,7636#,2#,#VALUE!,#VALUE!
,55,139,84,223,Po,27079#,196#,7655#,1#,#VALUE!,#VALUE!
,53,138,85,223,At,23428.006,13.972,7668.055,0.063,223.025151,0.000015
,51,137,86,223,Rn,20389.739,7.822,7678.171,0.035,223.0218893,0.000008397
,49,136,87,223,Fr,18382.394,1.932,7683.664,0.009,223.0197343,0.000002073
,47,135,88,223,Ra,17233.309,2.09,7685.309,0.009,223.0185007,0.000002244
,45,134,89,223,Ac,17825.882,7.11,7679.143,0.032,223.0191369,0.000007632
,43,133,90,223,Th,19385.831,9.212,7668.64,0.041,223.0208115,0.000009889
,41,132,91,223,Pa,22320.676,71.063,7651.971,0.319,223.0239622,0.000076289
,39,131,92,223,U,25837.006,71.119,7632.694,0.319,223.0277372,0.000076349
,37,130,93,223,Np,30600#,196#,7608#,1#,#VALUE!,#VALUE!
0,58,141,83,224,Bi,36830#,400#,7617#,2#,#VALUE!,#VALUE!
,56,140,84,224,Po,29910#,196#,7644#,1#,#VALUE!,#VALUE!
,54,139,85,224,At,27711.015,22.356,7650.735,0.1,224.029749,0.000024
,52,138,86,224,Rn,22445.098,9.814,7670.751,0.044,224.0240958,0.000010536
,50,137,87,224,Fr,21748.616,11.178,7670.367,0.05,224.0233481,0.000012
,48,136,88,224,Ra,18825.917,1.813,7679.922,0.008,224.0202105,0.000001945
,46,135,89,224,Ac,20234.135,4.089,7670.143,0.018,224.0217222,0.000004389
,44,134,90,224,Th,19993.734,10.12,7667.724,0.045,224.0214642,0.000010864
,42,133,91,224,Pa,23862.278,7.587,7646.961,0.034,224.0256172,0.000008145
,40,132,92,224,U,25722.252,23.171,7635.165,0.103,224.027614,0.000024875
,38,131,93,224,Np,31876#,196#,7604#,1#,#VALUE!,#VALUE!
0,57,141,84,225,Po,34530#,298#,7626#,1#,#VALUE!,#VALUE!
,55,140,85,225,At,30395#,298#,7641#,1#,#VALUE!,#VALUE!
,53,139,86,225,Rn,26534.141,11.14,7654.357,0.05,225.0284856,0.000011958
,51,138,87,225,Fr,23820.61,11.967,7662.94,0.053,225.0255725,0.000012847
,49,137,88,225,Ra,21993.109,2.596,7667.586,0.012,225.0236106,0.000002787
,47,136,89,225,Ac,21637.346,4.758,7665.69,0.021,225.0232286,0.000005107
,45,135,90,225,Th,22310.127,5.093,7659.222,0.023,225.0239509,0.000005467
,43,134,91,225,Pa,24340.725,71.012,7646.72,0.316,225.0261308,0.000076234
,41,133,92,225,U,27379.921,10.909,7629.736,0.048,225.0293936,0.000011711
,39,132,93,225,Np,31587.704,71.622,7607.557,0.318,225.0339108,0.000076889
0,58,142,84,226,Po,37549#,401#,7614#,2#,#VALUE!,#VALUE!
,56,141,85,226,At,34614#,298#,7624#,1#,#VALUE!,#VALUE!
,54,140,86,226,Rn,28747.192,10.477,7646.41,0.046,226.0308614,0.000011247
,52,139,87,226,Fr,27520.539,6.23,7648.376,0.028,226.0295445,0.000006688
,50,138,88,226,Ra,23667.824,1.933,7661.962,0.009,226.0254085,0.000002075
,48,137,89,226,Ac,24309.264,3.1,7655.662,0.014,226.0260971,0.000003328
,46,136,90,226,Th,23197.634,4.481,7657.119,0.02,226.0249037,0.00000481
,44,135,91,226,Pa,26033.276,11.42,7641.11,0.051,226.0279479,0.000012259
,42,134,92,226,U,27328.869,12.999,7631.916,0.058,226.0293387,0.000013955
,40,133,93,226,Np,32777#,88#,7604#,0#,#VALUE!,#VALUE!
0,59,143,84,227,Po,42281#,401#,7596#,2#,#VALUE!,#VALUE!
,57,142,85,227,At,37483#,298#,7613#,1#,#VALUE!,#VALUE!
,55,141,86,227,Rn,32885.834,14.091,7630.05,0.062,227.0353044,0.000015127
,53,140,87,227,Fr,29682.445,5.898,7640.715,0.026,227.0318654,0.000006332
,51,139,88,227,Ra,27177.711,1.952,7648.303,0.009,227.0291765,0.000002095
,49,138,89,227,Ac,25849.58,1.927,7650.707,0.008,227.0277507,0.000002068
,47,137,90,227,Th,25804.823,2.088,7647.458,0.009,227.0277026,0.000002241
,45,136,91,227,Pa,26831.198,7.42,7639.49,0.033,227.0288045,0.000007965
,43,135,92,227,U,29045.462,9.705,7626.289,0.043,227.0311816,0.000010419
,41,134,93,227,Np,32562.08,72.506,7607.351,0.319,227.0349568,0.000077838
,39,133,94,227,Pu,36770#,100#,7585#,0#,#VALUE!,#VALUE!
0,58,143,85,228,At,41684#,401#,7597#,2#,#VALUE!,#VALUE!
,56,142,86,228,Rn,35243.465,17.677,7621.645,0.078,228.0378354,0.000018977
,54,141,87,228,Fr,33384.221,6.732,7626.368,0.03,228.0358394,0.000007226
,52,140,88,228,Ra,28940.268,1.996,7642.428,0.009,228.0310687,0.000002142
,50,139,89,228,Ac,28894.728,2.094,7639.196,0.009,228.0310198,0.000002247
,48,138,90,228,Th,26770.984,1.807,7645.08,0.008,228.0287398,0.00000194
,46,137,91,228,Pa,28923.586,4.34,7632.207,0.019,228.0310507,0.000004659
,44,136,92,228,U,29222.226,14.354,7627.466,0.063,228.0313714,0.000015409
,42,135,93,228,Np,33595.694,50.572,7604.853,0.222,228.0360665,0.000054291
,40,134,94,228,Pu,36087.37,29.143,7590.493,0.128,228.0387414,0.000031286
0,59,144,85,229,At,44823#,401#,7585#,2#,#VALUE!,#VALUE!
,57,143,86,229,Rn,39362.4,13.041,7605.622,0.057,229.0422573,0.000014
,55,142,87,229,Fr,35668.262,5.001,7618.337,0.022,229.0382915,0.000005368
,53,141,88,229,Ra,32561.963,15.441,7628.485,0.067,229.0349567,0.000016576
,51,140,89,229,Ac,30689.933,12.109,7633.244,0.053,229.032947,0.000013
,49,139,90,229,Th,29585.583,2.405,7634.65,0.011,229.0317614,0.000002581
,47,138,91,229,Pa,29896.908,3.28,7629.874,0.014,229.0320957,0.000003521
,45,137,92,229,U,31210.554,5.938,7620.721,0.026,229.0335059,0.000006374
,43,136,93,229,Np,33779.675,86.848,7606.086,0.379,229.036264,0.000093235
,41,135,94,229,Pu,37395.59,51.176,7586.88,0.223,229.0401458,0.000054939
,39,134,95,229,Am,42150.02,87.348,7562.702,0.381,229.0452499,0.000093772
0,58,144,86,230,Rn,42048#,196#,7596#,1#,#VALUE!,#VALUE!
,56,143,87,230,Fr,39486.768,6.541,7603.704,0.028,230.0423908,0.000007022
,54,142,88,230,Ra,34516.306,10.296,7621.914,0.045,230.0370548,0.000011053
,52,141,89,230,Ac,33838.383,15.835,7621.46,0.069,230.036327,0.000017
,50,140,90,230,Th,30862.593,1.21,7630.996,0.005,230.0331324,0.000001299
,48,139,91,230,Pa,32173.607,3.038,7621.895,0.013,230.0345398,0.000003261
,46,138,92,230,U,31615.002,4.509,7620.922,0.02,230.0339401,0.000004841
,44,137,93,230,Np,35236.291,51.288,7601.776,0.223,230.0378277,0.000055059
,42,136,94,230,Pu,36934.392,14.824,7590.991,0.064,230.0396507,0.000015913
,40,135,95,230,Am,42932#,133#,7562#,1#,#VALUE!,#VALUE!
0,59,145,86,231,Rn,46454#,298#,7579#,1#,#VALUE!,#VALUE!
,57,144,87,231,Fr,42080.575,7.731,7594.5,0.033,231.0451754,0.0000083
,55,143,88,231,Ra,38216.486,11.37,7607.841,0.049,231.0410271,0.000012206
,53,142,89,231,Ac,35762.849,13.041,7615.076,0.056,231.038393,0.000014
,51,141,90,231,Th,33815.891,1.218,7620.118,0.005,231.0363029,0.000001308
,49,140,91,231,Pa,33424.404,1.772,7618.426,0.008,231.0358826,0.000001902
,47,139,92,231,U,33806.015,2.67,7613.387,0.012,231.0362923,0.000002866
,45,138,93,231,Np,35624.513,50.547,7602.128,0.219,231.0382445,0.000054264
,43,137,94,231,Pu,38309.005,22.549,7587.12,0.098,231.0411264,0.000024206
,41,136,95,231,Am,42410#,300#,7566#,1#,#VALUE!,#VALUE!
,39,135,96,231,Cm,47270#,300#,7542#,1#,#VALUE!,#VALUE!
0,58,145,87,232,Fr,46072.834,13.972,7579.347,0.06,232.0494612,0.000015
,56,144,88,232,Ra,40496.953,9.151,7600.009,0.039,232.0434753,0.000009823
,54,143,89,232,Ac,39154.419,13.041,7602.424,0.056,232.042034,0.000014
,52,142,90,232,Th,35446.784,1.422,7615.033,0.006,232.0380537,0.000001526
,50,141,91,232,Pa,35946.633,7.645,7609.506,0.033,232.0385903,0.000008207
,48,140,92,232,U,34609.53,1.809,7611.897,0.008,232.0371549,0.000001942
,46,139,93,232,Np,37360#,100#,7597#,0#,#VALUE!,#VALUE!
,44,138,94,232,Pu,38363.14,17.595,7588.974,0.076,232.0411845,0.000018888
,42,137,95,232,Am,43340#,300#,7564#,1#,#VALUE!,#VALUE!
,40,136,96,232,Cm,46312#,202#,7548#,1#,#VALUE!,#VALUE!
0,59,146,87,233,Fr,48920.051,19.561,7569.239,0.084,233.0525178,0.000021
,57,145,88,233,Ra,44334.06,8.603,7585.564,0.037,233.0475946,0.000009235
,55,144,89,233,Ac,41308.033,13.041,7595.193,0.056,233.044346,0.000014
,53,143,90,233,Th,38731.715,1.425,7602.893,0.006,233.0415802,0.000001529
,51,142,91,233,Pa,37489.472,1.336,7604.866,0.006,233.0402466,0.000001434
,49,141,92,233,U,36919.176,2.255,7603.956,0.01,233.0396344,0.00000242
,47,140,93,233,Np,37948.59,50.981,7596.181,0.219,233.0407395,0.000054729
,45,139,94,233,Pu,40051.769,50.351,7583.796,0.216,233.0429973,0.000054054
,43,138,95,233,Am,43263#,102#,7567#,0#,#VALUE!,#VALUE!
,41,137,96,233,Cm,47294.006,71.547,7545.998,0.307,233.0507722,0.000076809
,39,136,97,233,Bk,52861#,224#,7519#,1#,#VALUE!,#VALUE!
0,58,146,88,234,Ra,46930.629,8.383,7576.543,0.036,234.0503821,0.000009
,56,145,89,234,Ac,44841.19,13.972,7582.129,0.06,234.048139,0.000015
,54,144,90,234,Th,40613.009,2.589,7596.855,0.011,234.0435999,0.000002779
,52,143,91,234,Pa,40338.921,4.094,7594.683,0.017,234.0433056,0.000004395
,50,142,92,234,U,38145.025,1.13,7600.715,0.005,234.0409504,0.000001213
,48,141,93,234,Np,39954.871,8.397,7589.637,0.036,234.0428933,0.000009014
,46,140,94,234,Pu,40349.971,6.798,7584.605,0.029,234.0433175,0.000007298
,44,139,95,234,Am,44461#,159#,7564#,1#,#VALUE!,#VALUE!
,42,138,96,234,Cm,46724.633,17.394,7550.677,0.074,234.050161,0.000018673
,40,137,97,234,Bk,53455#,142#,7519#,1#,#VALUE!,#VALUE!
0,59,147,88,235,Ra,51130#,300#,7561#,1#,#VALUE!,#VALUE!
,57,146,89,235,Ac,47357.155,13.972,7573.504,0.059,235.05084,0.000015
,55,145,90,235,Th,44017.749,13.041,7584.385,0.055,235.047255,0.000014
,53,144,91,235,Pa,42288.896,13.972,7588.413,0.059,235.045399,0.000015
,51,143,92,235,U,40918.846,1.117,7590.914,0.005,235.0439282,0.000001199
,49,142,93,235,Np,41043.108,1.389,7587.056,0.006,235.0440616,0.000001491
,47,141,94,235,Pu,42182.41,20.521,7578.879,0.087,235.0452847,0.00002203
,45,140,95,235,Am,44625.429,52.192,7565.154,0.222,235.0479074,0.00005603
,43,139,96,235,Cm,48034#,201#,7547#,1#,#VALUE!,#VALUE!
,41,138,97,235,Bk,52704#,401#,7524#,2#,#VALUE!,#VALUE!
0,58,147,89,236,Ac,51220.992,38.191,7559.242,0.162,236.054988,0.000041
,56,146,90,236,Th,46255.198,13.972,7576.968,0.059,236.049657,0.000015
,54,145,91,236,Pa,45333.95,13.972,7577.557,0.059,236.048668,0.000015
,52,144,92,236,U,42444.644,1.113,7586.484,0.005,236.0455662,0.000001194
,50,143,93,236,Np,43378.178,50.421,7579.214,0.214,236.0465684,0.000054129
,48,142,94,236,Pu,42901.593,1.811,7577.918,0.008,236.0460568,0.000001944
,46,141,95,236,Am,46041#,112#,7561#,0#,#VALUE!,#VALUE!
,44,140,96,236,Cm,47855.045,18.315,7550.299,0.078,236.0513745,0.000019662
,42,139,97,236,Bk,53542#,401#,7523#,2#,#VALUE!,#VALUE!
0,59,148,89,237,Ac,54020#,400#,7550#,2#,#VALUE!,#VALUE!
,57,147,90,237,Th,49955.092,15.835,7563.443,0.067,237.053629,0.000017
,55,146,91,237,Pa,47527.619,13.041,7570.384,0.055,237.051023,0.000014
,53,145,92,237,U,45390.194,1.203,7576.102,0.005,237.0487284,0.000001291
,51,144,93,237,Np,44871.659,1.12,7574.989,0.005,237.0481717,0.000001202
,49,143,94,237,Pu,45091.722,1.697,7570.759,0.007,237.048408,0.000001822
,47,142,95,237,Am,46570#,59#,7561#,0#,#VALUE!,#VALUE!
,45,141,96,237,Cm,49247.085,70.96,7546.624,0.299,237.0528689,0.000076178
,43,140,97,237,Bk,53188#,224#,7527#,1#,#VALUE!,#VALUE!
,41,139,98,237,Cf,57938.921,87.287,7503.347,0.368,237.0622,0.000093706
0,58,148,90,238,Th,52525#,283#,7555#,1#,#VALUE!,#VALUE!
,56,147,91,238,Pa,50894.038,15.835,7558.344,0.067,238.054637,0.000017
,54,146,92,238,U,47307.783,1.493,7570.125,0.006,238.050787,0.000001602
,52,145,93,238,Np,47454.656,1.138,7566.221,0.005,238.0509447,0.000001221
,50,144,94,238,Pu,46163.213,1.139,7568.36,0.005,238.0495583,0.000001222
,48,143,95,238,Am,48421.487,50.7,7555.584,0.213,238.0519826,0.000054428
,46,142,96,238,Cm,49445.188,12.234,7547.996,0.051,238.0530816,0.000013133
,44,141,97,238,Bk,54216#,255#,7525#,1#,#VALUE!,#VALUE!
,42,140,98,238,Cf,57278#,298#,7509#,1#,#VALUE!,#VALUE!
0,59,149,90,239,Th,56450#,400#,7541#,2#,#VALUE!,#VALUE!
,57,148,91,239,Pa,53337#,196#,7550#,1#,#VALUE!,#VALUE!
,55,147,92,239,U,50572.718,1.503,7558.561,0.006,239.054292,0.000001613
,53,146,93,239,Np,49311.057,1.311,7560.567,0.005,239.0529376,0.000001407
,51,145,94,239,Pu,48588.282,1.113,7560.318,0.005,239.0521617,0.000001195
,49,144,95,239,Am,49390.424,1.982,7553.688,0.008,239.0530228,0.000002128
,47,143,96,239,Cm,51147.025,54.047,7543.065,0.226,239.0549086,0.000058022
,45,142,97,239,Bk,54250#,207#,7527#,1#,#VALUE!,#VALUE!
,43,141,98,239,Cf,58269#,209#,7507#,1#,#VALUE!,#VALUE!
,41,140,99,239,Es,63556#,298#,7481#,1#,#VALUE!,#VALUE!
0,58,149,91,240,Pa,56910#,200#,7538#,1#,#VALUE!,#VALUE!
,56,148,92,240,U,52715.505,2.553,7551.77,0.011,240.0565924,0.00000274
,54,147,93,240,Np,52316.272,17.032,7550.173,0.071,240.0561638,0.000018284
,52,146,94,240,Pu,50125.38,1.106,7556.042,0.005,240.0538118,0.000001187
,50,145,95,240,Am,51510.169,13.832,7547.013,0.058,240.0552984,0.000014849
,48,144,96,240,Cm,51724.306,1.906,7542.861,0.008,240.0555283,0.000002046
,46,143,97,240,Bk,55664#,150#,7523#,1#,#VALUE!,#VALUE!
,44,142,98,240,Cf,57990.944,18.7,7510.23,0.078,240.0622558,0.000020075
,42,141,99,240,Es,64199#,401#,7481#,2#,#VALUE!,#VALUE!
0,59,150,91,241,Pa,59640#,300#,7528#,1#,#VALUE!,#VALUE!
,57,149,92,241,U,56197#,196#,7539#,1#,#VALUE!,#VALUE!
,55,148,93,241,Np,54260.175,70.719,7544.27,0.293,241.0582507,0.00007592
,53,147,94,241,Pu,52955.175,1.106,7546.439,0.005,241.0568497,0.000001187
,51,146,95,241,Am,52934.395,1.114,7543.278,0.005,241.0568274,0.000001195
,49,145,96,241,Cm,53701.83,1.608,7536.848,0.007,241.0576513,0.000001726
,47,144,97,241,Bk,56032#,200#,7524#,1#,#VALUE!,#VALUE!
,45,143,98,241,Cf,59327#,166#,7507#,1#,#VALUE!,#VALUE!
,43,142,99,241,Es,63863#,225#,7485#,1#,#VALUE!,#VALUE!
,41,141,100,241,Fm,69126#,298#,7460#,1#,#VALUE!,#VALUE!
0,58,150,92,242,U,58620#,201#,7532#,1#,#VALUE!,#VALUE!
,56,149,93,242,Np,57416.932,200.004,7533.403,0.826,242.0616396,0.000214713
,54,148,94,242,Pu,54716.932,1.245,7541.327,0.005,242.058741,0.000001336
,52,147,95,242,Am,55468.072,1.119,7534.991,0.005,242.0595474,0.0000012
,50,146,96,242,Cm,54803.764,1.142,7534.503,0.005,242.0588343,0.000001225
,48,145,97,242,Bk,57734#,200#,7519#,1#,#VALUE!,#VALUE!
,46,144,98,242,Cf,59386.966,12.892,7509.098,0.053,242.0637545,0.00001384
,44,143,99,242,Es,64801#,256#,7483#,1#,#VALUE!,#VALUE!
,42,142,100,242,Fm,68400#,401#,7465#,2#,#VALUE!,#VALUE!
0,59,151,92,243,U,62360#,300#,7518#,1#,#VALUE!,#VALUE!
,57,150,93,243,Np,59876#,32#,7525#,0#,#VALUE!,#VALUE!
,55,149,94,243,Pu,57754.602,2.542,7531.008,0.01,243.0620021,0.000002728
,53,148,95,243,Am,57175.046,1.388,7530.173,0.006,243.0613799,0.00000149
,51,147,96,243,Cm,57181.998,1.496,7526.925,0.006,243.0613874,0.000001606
,49,146,97,243,Bk,58689.693,4.524,7517.501,0.019,243.063006,0.000004857
,47,145,98,243,Cf,60990#,114#,7505#,0#,#VALUE!,#VALUE!
,45,144,99,243,Es,64747#,207#,7486#,1#,#VALUE!,#VALUE!
,43,143,100,243,Fm,69387#,215#,7464#,1#,#VALUE!,#VALUE!
0,58,151,93,244,Np,63202#,298#,7514#,1#,#VALUE!,#VALUE!
,56,150,94,244,Pu,59806.028,2.346,7524.815,0.01,244.0642044,0.000002518
,54,149,95,244,Am,59879.196,1.492,7521.308,0.006,244.064283,0.000001601
,52,148,96,244,Cm,58451.896,1.107,7523.952,0.005,244.0627507,0.000001188
,50,147,97,244,Bk,60713.885,14.399,7511.475,0.059,244.065179,0.000015457
,48,146,98,244,Cf,61478.179,2.618,7505.136,0.011,244.0659995,0.00000281
,46,145,99,244,Es,66026#,181#,7483#,1#,#VALUE!,#VALUE!
,44,144,100,244,Fm,68966#,201#,7468#,1#,#VALUE!,#VALUE!
0,59,152,93,245,Np,65890#,300#,7505#,1#,#VALUE!,#VALUE!
,57,151,94,245,Pu,63178.179,13.62,7513.281,0.056,245.0678246,0.000014621
,55,150,95,245,Am,61900.469,1.887,7515.303,0.008,245.0664529,0.000002025
,53,149,96,245,Cm,61004.58,1.15,7515.767,0.005,245.0654911,0.000001234
,51,148,97,245,Bk,61813.836,1.793,7509.27,0.007,245.0663599,0.000001924
,49,147,98,245,Cf,63385.21,2.428,7499.663,0.01,245.0680468,0.000002606
,47,146,99,245,Es,66366#,200#,7484#,1#,#VALUE!,#VALUE!
,45,145,100,245,Fm,70187#,195#,7466#,1#,#VALUE!,#VALUE!
,43,144,101,245,Md,75272#,305#,7442#,1#,#VALUE!,#VALUE!
0,58,152,94,246,Pu,65394.801,14.985,7506.539,0.061,246.0702042,0.000016087
,56,151,95,246,Am,64994#,18#,7505#,0#,#VALUE!,#VALUE!
,54,150,96,246,Cm,62616.967,1.526,7511.471,0.006,246.0672221,0.000001638
,52,149,97,246,Bk,63966.967,60.019,7502.803,0.244,246.0686714,0.000064433
,50,148,98,246,Cf,64090.292,1.515,7499.121,0.006,246.0688038,0.000001626
,48,147,99,246,Es,67901#,224#,7480#,1#,#VALUE!,#VALUE!
,46,146,100,246,Fm,70188.833,15.333,7467.97,0.062,246.0753508,0.00001646
,44,145,101,246,Md,76115#,259#,7441#,1#,#VALUE!,#VALUE!
0,59,153,94,247,Pu,69108#,196#,7494#,1#,#VALUE!,#VALUE!
,57,152,95,247,Am,67153#,100#,7499#,0#,#VALUE!,#VALUE!
,55,151,96,247,Cm,65533.143,3.797,7501.931,0.015,247.0703527,0.000004076
,53,150,97,247,Bk,65489.562,5.189,7498.94,0.021,247.0703059,0.00000557
,51,149,98,247,Cf,66103.903,15.334,7493.285,0.062,247.0709655,0.000016461
